[1.000000 1.000000] -> [0.561584], y = -1.000000, delta = 1.561584 
[1.000000 -1.000000] -> [-0.485551], y = 1.000000, delta = -1.485551 
[-1.000000 1.000000] -> [0.274122], y = 1.000000, delta = -0.725878 
[-1.000000 -1.000000] -> [-0.470709], y = -1.000000, delta = 0.529291 
[1.000000 1.000000] -> [0.642041], y = -1.000000, delta = 1.642041 
[1.000000 -1.000000] -> [-0.443391], y = 1.000000, delta = -1.443391 
[-1.000000 1.000000] -> [0.299997], y = 1.000000, delta = -0.700003 
[-1.000000 -1.000000] -> [-0.590967], y = -1.000000, delta = 0.409033 
[1.000000 1.000000] -> [0.704937], y = -1.000000, delta = 1.704937 
[1.000000 -1.000000] -> [-0.407707], y = 1.000000, delta = -1.407707 
[-1.000000 1.000000] -> [0.325874], y = 1.000000, delta = -0.674126 
[-1.000000 -1.000000] -> [-0.685462], y = -1.000000, delta = 0.314538 
[1.000000 1.000000] -> [0.748948], y = -1.000000, delta = 1.748948 
[1.000000 -1.000000] -> [-0.380196], y = 1.000000, delta = -1.380196 
[-1.000000 1.000000] -> [0.348886], y = 1.000000, delta = -0.651114 
[-1.000000 -1.000000] -> [-0.754356], y = -1.000000, delta = 0.245644 
[1.000000 1.000000] -> [0.776630], y = -1.000000, delta = 1.776630 
[1.000000 -1.000000] -> [-0.360415], y = 1.000000, delta = -1.360415 
[-1.000000 1.000000] -> [0.367894], y = 1.000000, delta = -0.632106 
[-1.000000 -1.000000] -> [-0.802418], y = -1.000000, delta = 0.197582 
[1.000000 1.000000] -> [0.792421], y = -1.000000, delta = 1.792421 
[1.000000 -1.000000] -> [-0.346711], y = 1.000000, delta = -1.346711 
[-1.000000 1.000000] -> [0.383039], y = 1.000000, delta = -0.616961 
[-1.000000 -1.000000] -> [-0.835590], y = -1.000000, delta = 0.164410 
[1.000000 1.000000] -> [0.800630], y = -1.000000, delta = 1.800630 
[1.000000 -1.000000] -> [-0.337249], y = 1.000000, delta = -1.337249 
[-1.000000 1.000000] -> [0.395018], y = 1.000000, delta = -0.604982 
[-1.000000 -1.000000] -> [-0.858892], y = -1.000000, delta = 0.141108 
[1.000000 1.000000] -> [0.804470], y = -1.000000, delta = 1.804470 
[1.000000 -1.000000] -> [-0.330549], y = 1.000000, delta = -1.330549 
[-1.000000 1.000000] -> [0.404589], y = 1.000000, delta = -0.595411 
[-1.000000 -1.000000] -> [-0.875859], y = -1.000000, delta = 0.124141 
[1.000000 1.000000] -> [0.805979], y = -1.000000, delta = 1.805979 
[1.000000 -1.000000] -> [-0.325598], y = 1.000000, delta = -1.325598 
[-1.000000 1.000000] -> [0.412379], y = 1.000000, delta = -0.587621 
[-1.000000 -1.000000] -> [-0.888754], y = -1.000000, delta = 0.111246 
[1.000000 1.000000] -> [0.806323], y = -1.000000, delta = 1.806323 
[1.000000 -1.000000] -> [-0.321763], y = 1.000000, delta = -1.321763 
[-1.000000 1.000000] -> [0.418848], y = 1.000000, delta = -0.581152 
[-1.000000 -1.000000] -> [-0.898959], y = -1.000000, delta = 0.101041 
[1.000000 1.000000] -> [0.806118], y = -1.000000, delta = 1.806118 
[1.000000 -1.000000] -> [-0.318664], y = 1.000000, delta = -1.318664 
[-1.000000 1.000000] -> [0.424324], y = 1.000000, delta = -0.575676 
[-1.000000 -1.000000] -> [-0.907312], y = -1.000000, delta = 0.092688 
[1.000000 1.000000] -> [0.805673], y = -1.000000, delta = 1.805673 
[1.000000 -1.000000] -> [-0.316075], y = 1.000000, delta = -1.316075 
[-1.000000 1.000000] -> [0.429033], y = 1.000000, delta = -0.570967 
[-1.000000 -1.000000] -> [-0.914325], y = -1.000000, delta = 0.085675 
[1.000000 1.000000] -> [0.805135], y = -1.000000, delta = 1.805135 
[1.000000 -1.000000] -> [-0.313859], y = 1.000000, delta = -1.313859 
[-1.000000 1.000000] -> [0.433137], y = 1.000000, delta = -0.566863 
[-1.000000 -1.000000] -> [-0.920327], y = -1.000000, delta = 0.079673 
[1.000000 1.000000] -> [0.804571], y = -1.000000, delta = 1.804571 
[1.000000 -1.000000] -> [-0.311928], y = 1.000000, delta = -1.311928 
[-1.000000 1.000000] -> [0.436754], y = 1.000000, delta = -0.563246 
[-1.000000 -1.000000] -> [-0.925540], y = -1.000000, delta = 0.074460 
[1.000000 1.000000] -> [0.804011], y = -1.000000, delta = 1.804011 
[1.000000 -1.000000] -> [-0.310225], y = 1.000000, delta = -1.310225 
[-1.000000 1.000000] -> [0.439972], y = 1.000000, delta = -0.560028 
[-1.000000 -1.000000] -> [-0.930117], y = -1.000000, delta = 0.069883 
[1.000000 1.000000] -> [0.803466], y = -1.000000, delta = 1.803466 
[1.000000 -1.000000] -> [-0.308709], y = 1.000000, delta = -1.308709 
[-1.000000 1.000000] -> [0.442858], y = 1.000000, delta = -0.557142 
[-1.000000 -1.000000] -> [-0.934172], y = -1.000000, delta = 0.065828 
[1.000000 1.000000] -> [0.802941], y = -1.000000, delta = 1.802941 
[1.000000 -1.000000] -> [-0.307348], y = 1.000000, delta = -1.307348 
[-1.000000 1.000000] -> [0.445465], y = 1.000000, delta = -0.554535 
[-1.000000 -1.000000] -> [-0.937792], y = -1.000000, delta = 0.062208 
[1.000000 1.000000] -> [0.802437], y = -1.000000, delta = 1.802437 
[1.000000 -1.000000] -> [-0.306120], y = 1.000000, delta = -1.306120 
[-1.000000 1.000000] -> [0.447834], y = 1.000000, delta = -0.552166 
[-1.000000 -1.000000] -> [-0.941045], y = -1.000000, delta = 0.058955 
[1.000000 1.000000] -> [0.801952], y = -1.000000, delta = 1.801952 
[1.000000 -1.000000] -> [-0.305005], y = 1.000000, delta = -1.305005 
[-1.000000 1.000000] -> [0.449999], y = 1.000000, delta = -0.550001 
[-1.000000 -1.000000] -> [-0.943983], y = -1.000000, delta = 0.056017 
[1.000000 1.000000] -> [0.801488], y = -1.000000, delta = 1.801488 
[1.000000 -1.000000] -> [-0.303989], y = 1.000000, delta = -1.303989 
[-1.000000 1.000000] -> [0.451987], y = 1.000000, delta = -0.548013 
[-1.000000 -1.000000] -> [-0.946652], y = -1.000000, delta = 0.053348 
[1.000000 1.000000] -> [0.801041], y = -1.000000, delta = 1.801041 
[1.000000 -1.000000] -> [-0.303058], y = 1.000000, delta = -1.303058 
[-1.000000 1.000000] -> [0.453822], y = 1.000000, delta = -0.546178 
[-1.000000 -1.000000] -> [-0.949086], y = -1.000000, delta = 0.050914 
[1.000000 1.000000] -> [0.800611], y = -1.000000, delta = 1.800611 
[1.000000 -1.000000] -> [-0.302203], y = 1.000000, delta = -1.302203 
[-1.000000 1.000000] -> [0.455521], y = 1.000000, delta = -0.544479 
[-1.000000 -1.000000] -> [-0.951315], y = -1.000000, delta = 0.048685 
[1.000000 1.000000] -> [0.800196], y = -1.000000, delta = 1.800196 
[1.000000 -1.000000] -> [-0.301414], y = 1.000000, delta = -1.301414 
[-1.000000 1.000000] -> [0.457102], y = 1.000000, delta = -0.542898 
[-1.000000 -1.000000] -> [-0.953364], y = -1.000000, delta = 0.046636 
[1.000000 1.000000] -> [0.799796], y = -1.000000, delta = 1.799796 
[1.000000 -1.000000] -> [-0.300686], y = 1.000000, delta = -1.300686 
[-1.000000 1.000000] -> [0.458578], y = 1.000000, delta = -0.541422 
[-1.000000 -1.000000] -> [-0.955254], y = -1.000000, delta = 0.044746 
[1.000000 1.000000] -> [0.799409], y = -1.000000, delta = 1.799409 
[1.000000 -1.000000] -> [-0.300010], y = 1.000000, delta = -1.300010 
[-1.000000 1.000000] -> [0.459961], y = 1.000000, delta = -0.540039 
[-1.000000 -1.000000] -> [-0.957003], y = -1.000000, delta = 0.042997 
[1.000000 1.000000] -> [0.799035], y = -1.000000, delta = 1.799035 
[1.000000 -1.000000] -> [-0.299382], y = 1.000000, delta = -1.299382 
[-1.000000 1.000000] -> [0.461259], y = 1.000000, delta = -0.538741 
[-1.000000 -1.000000] -> [-0.958626], y = -1.000000, delta = 0.041374 
[1.000000 1.000000] -> [0.798671], y = -1.000000, delta = 1.798671 
[1.000000 -1.000000] -> [-0.298797], y = 1.000000, delta = -1.298797 
[-1.000000 1.000000] -> [0.462483], y = 1.000000, delta = -0.537517 
[-1.000000 -1.000000] -> [-0.960135], y = -1.000000, delta = 0.039865 
[1.000000 1.000000] -> [0.798319], y = -1.000000, delta = 1.798319 
[1.000000 -1.000000] -> [-0.298251], y = 1.000000, delta = -1.298251 
[-1.000000 1.000000] -> [0.463639], y = 1.000000, delta = -0.536361 
[-1.000000 -1.000000] -> [-0.961544], y = -1.000000, delta = 0.038456 
[1.000000 1.000000] -> [0.797976], y = -1.000000, delta = 1.797976 
[1.000000 -1.000000] -> [-0.297740], y = 1.000000, delta = -1.297740 
[-1.000000 1.000000] -> [0.464735], y = 1.000000, delta = -0.535265 
[-1.000000 -1.000000] -> [-0.962860], y = -1.000000, delta = 0.037140 
[1.000000 1.000000] -> [0.797642], y = -1.000000, delta = 1.797642 
[1.000000 -1.000000] -> [-0.297262], y = 1.000000, delta = -1.297262 
[-1.000000 1.000000] -> [0.465775], y = 1.000000, delta = -0.534225 
[-1.000000 -1.000000] -> [-0.964093], y = -1.000000, delta = 0.035907 
[1.000000 1.000000] -> [0.797316], y = -1.000000, delta = 1.797316 
[1.000000 -1.000000] -> [-0.296813], y = 1.000000, delta = -1.296813 
[-1.000000 1.000000] -> [0.466766], y = 1.000000, delta = -0.533234 
[-1.000000 -1.000000] -> [-0.965251], y = -1.000000, delta = 0.034749 
[1.000000 1.000000] -> [0.796998], y = -1.000000, delta = 1.796998 
[1.000000 -1.000000] -> [-0.296392], y = 1.000000, delta = -1.296392 
[-1.000000 1.000000] -> [0.467711], y = 1.000000, delta = -0.532289 
[-1.000000 -1.000000] -> [-0.966340], y = -1.000000, delta = 0.033660 
[1.000000 1.000000] -> [0.796686], y = -1.000000, delta = 1.796686 
[1.000000 -1.000000] -> [-0.295995], y = 1.000000, delta = -1.295995 
[-1.000000 1.000000] -> [0.468615], y = 1.000000, delta = -0.531385 
[-1.000000 -1.000000] -> [-0.967365], y = -1.000000, delta = 0.032635 
[1.000000 1.000000] -> [0.796381], y = -1.000000, delta = 1.796381 
[1.000000 -1.000000] -> [-0.295621], y = 1.000000, delta = -1.295621 
[-1.000000 1.000000] -> [0.469482], y = 1.000000, delta = -0.530518 
[-1.000000 -1.000000] -> [-0.968333], y = -1.000000, delta = 0.031667 
[1.000000 1.000000] -> [0.796082], y = -1.000000, delta = 1.796082 
training 500 ...
[1.000000 -1.000000] -> [-0.295269], y = 1.000000, delta = -1.295269 
[-1.000000 1.000000] -> [0.470314], y = 1.000000, delta = -0.529686 
[-1.000000 -1.000000] -> [-0.969248], y = -1.000000, delta = 0.030752 
[1.000000 1.000000] -> [0.795788], y = -1.000000, delta = 1.795788 
[1.000000 -1.000000] -> [-0.294936], y = 1.000000, delta = -1.294936 
[-1.000000 1.000000] -> [0.471114], y = 1.000000, delta = -0.528886 
[-1.000000 -1.000000] -> [-0.970114], y = -1.000000, delta = 0.029886 
[1.000000 1.000000] -> [0.795498], y = -1.000000, delta = 1.795498 
[1.000000 -1.000000] -> [-0.294622], y = 1.000000, delta = -1.294622 
[-1.000000 1.000000] -> [0.471886], y = 1.000000, delta = -0.528114 
[-1.000000 -1.000000] -> [-0.970935], y = -1.000000, delta = 0.029065 
[1.000000 1.000000] -> [0.795213], y = -1.000000, delta = 1.795213 
[1.000000 -1.000000] -> [-0.294325], y = 1.000000, delta = -1.294325 
[-1.000000 1.000000] -> [0.472631], y = 1.000000, delta = -0.527369 
[-1.000000 -1.000000] -> [-0.971713], y = -1.000000, delta = 0.028287 
[1.000000 1.000000] -> [0.794932], y = -1.000000, delta = 1.794932 
[1.000000 -1.000000] -> [-0.294044], y = 1.000000, delta = -1.294044 
[-1.000000 1.000000] -> [0.473352], y = 1.000000, delta = -0.526648 
[-1.000000 -1.000000] -> [-0.972453], y = -1.000000, delta = 0.027547 
[1.000000 1.000000] -> [0.794654], y = -1.000000, delta = 1.794654 
[1.000000 -1.000000] -> [-0.293777], y = 1.000000, delta = -1.293777 
[-1.000000 1.000000] -> [0.474051], y = 1.000000, delta = -0.525949 
[-1.000000 -1.000000] -> [-0.973157], y = -1.000000, delta = 0.026843 
[1.000000 1.000000] -> [0.794379], y = -1.000000, delta = 1.794379 
[1.000000 -1.000000] -> [-0.293525], y = 1.000000, delta = -1.293525 
[-1.000000 1.000000] -> [0.474730], y = 1.000000, delta = -0.525270 
[-1.000000 -1.000000] -> [-0.973828], y = -1.000000, delta = 0.026172 
[1.000000 1.000000] -> [0.794106], y = -1.000000, delta = 1.794106 
[1.000000 -1.000000] -> [-0.293285], y = 1.000000, delta = -1.293285 
[-1.000000 1.000000] -> [0.475390], y = 1.000000, delta = -0.524610 
[-1.000000 -1.000000] -> [-0.974467], y = -1.000000, delta = 0.025533 
[1.000000 1.000000] -> [0.793836], y = -1.000000, delta = 1.793836 
[1.000000 -1.000000] -> [-0.293058], y = 1.000000, delta = -1.293058 
[-1.000000 1.000000] -> [0.476033], y = 1.000000, delta = -0.523967 
[-1.000000 -1.000000] -> [-0.975076], y = -1.000000, delta = 0.024924 
[1.000000 1.000000] -> [0.793567], y = -1.000000, delta = 1.793567 
[1.000000 -1.000000] -> [-0.292843], y = 1.000000, delta = -1.292843 
[-1.000000 1.000000] -> [0.476660], y = 1.000000, delta = -0.523340 
[-1.000000 -1.000000] -> [-0.975659], y = -1.000000, delta = 0.024341 
[1.000000 1.000000] -> [0.793300], y = -1.000000, delta = 1.793300 
[1.000000 -1.000000] -> [-0.292639], y = 1.000000, delta = -1.292639 
[-1.000000 1.000000] -> [0.477273], y = 1.000000, delta = -0.522727 
[-1.000000 -1.000000] -> [-0.976215], y = -1.000000, delta = 0.023785 
[1.000000 1.000000] -> [0.793033], y = -1.000000, delta = 1.793033 
[1.000000 -1.000000] -> [-0.292445], y = 1.000000, delta = -1.292445 
[-1.000000 1.000000] -> [0.477873], y = 1.000000, delta = -0.522127 
[-1.000000 -1.000000] -> [-0.976748], y = -1.000000, delta = 0.023252 
[1.000000 1.000000] -> [0.792768], y = -1.000000, delta = 1.792768 
[1.000000 -1.000000] -> [-0.292261], y = 1.000000, delta = -1.292261 
[-1.000000 1.000000] -> [0.478461], y = 1.000000, delta = -0.521539 
[-1.000000 -1.000000] -> [-0.977258], y = -1.000000, delta = 0.022742 
[1.000000 1.000000] -> [0.792503], y = -1.000000, delta = 1.792503 
[1.000000 -1.000000] -> [-0.292086], y = 1.000000, delta = -1.292086 
[-1.000000 1.000000] -> [0.479039], y = 1.000000, delta = -0.520961 
[-1.000000 -1.000000] -> [-0.977747], y = -1.000000, delta = 0.022253 
[1.000000 1.000000] -> [0.792238], y = -1.000000, delta = 1.792238 
[1.000000 -1.000000] -> [-0.291920], y = 1.000000, delta = -1.291920 
[-1.000000 1.000000] -> [0.479607], y = 1.000000, delta = -0.520393 
[-1.000000 -1.000000] -> [-0.978215], y = -1.000000, delta = 0.021785 
[1.000000 1.000000] -> [0.791973], y = -1.000000, delta = 1.791973 
[1.000000 -1.000000] -> [-0.291762], y = 1.000000, delta = -1.291762 
[-1.000000 1.000000] -> [0.480166], y = 1.000000, delta = -0.519834 
[-1.000000 -1.000000] -> [-0.978664], y = -1.000000, delta = 0.021336 
[1.000000 1.000000] -> [0.791707], y = -1.000000, delta = 1.791707 
[1.000000 -1.000000] -> [-0.291613], y = 1.000000, delta = -1.291613 
[-1.000000 1.000000] -> [0.480718], y = 1.000000, delta = -0.519282 
[-1.000000 -1.000000] -> [-0.979096], y = -1.000000, delta = 0.020904 
[1.000000 1.000000] -> [0.791440], y = -1.000000, delta = 1.791440 
[1.000000 -1.000000] -> [-0.291471], y = 1.000000, delta = -1.291471 
[-1.000000 1.000000] -> [0.481262], y = 1.000000, delta = -0.518738 
[-1.000000 -1.000000] -> [-0.979510], y = -1.000000, delta = 0.020490 
[1.000000 1.000000] -> [0.791171], y = -1.000000, delta = 1.791171 
[1.000000 -1.000000] -> [-0.291337], y = 1.000000, delta = -1.291337 
[-1.000000 1.000000] -> [0.481801], y = 1.000000, delta = -0.518199 
[-1.000000 -1.000000] -> [-0.979908], y = -1.000000, delta = 0.020092 
[1.000000 1.000000] -> [0.790902], y = -1.000000, delta = 1.790902 
[1.000000 -1.000000] -> [-0.291209], y = 1.000000, delta = -1.291209 
[-1.000000 1.000000] -> [0.482335], y = 1.000000, delta = -0.517665 
[-1.000000 -1.000000] -> [-0.980291], y = -1.000000, delta = 0.019709 
[1.000000 1.000000] -> [0.790630], y = -1.000000, delta = 1.790630 
[1.000000 -1.000000] -> [-0.291088], y = 1.000000, delta = -1.291088 
[-1.000000 1.000000] -> [0.482864], y = 1.000000, delta = -0.517136 
[-1.000000 -1.000000] -> [-0.980659], y = -1.000000, delta = 0.019341 
[1.000000 1.000000] -> [0.790356], y = -1.000000, delta = 1.790356 
[1.000000 -1.000000] -> [-0.290974], y = 1.000000, delta = -1.290974 
[-1.000000 1.000000] -> [0.483390], y = 1.000000, delta = -0.516610 
[-1.000000 -1.000000] -> [-0.981013], y = -1.000000, delta = 0.018987 
[1.000000 1.000000] -> [0.790079], y = -1.000000, delta = 1.790079 
[1.000000 -1.000000] -> [-0.290866], y = 1.000000, delta = -1.290866 
[-1.000000 1.000000] -> [0.483912], y = 1.000000, delta = -0.516088 
[-1.000000 -1.000000] -> [-0.981353], y = -1.000000, delta = 0.018647 
[1.000000 1.000000] -> [0.789799], y = -1.000000, delta = 1.789799 
[1.000000 -1.000000] -> [-0.290763], y = 1.000000, delta = -1.290763 
[-1.000000 1.000000] -> [0.484433], y = 1.000000, delta = -0.515567 
[-1.000000 -1.000000] -> [-0.981681], y = -1.000000, delta = 0.018319 
[1.000000 1.000000] -> [0.789516], y = -1.000000, delta = 1.789516 
[1.000000 -1.000000] -> [-0.290667], y = 1.000000, delta = -1.290667 
[-1.000000 1.000000] -> [0.484953], y = 1.000000, delta = -0.515047 
[-1.000000 -1.000000] -> [-0.981997], y = -1.000000, delta = 0.018003 
[1.000000 1.000000] -> [0.789229], y = -1.000000, delta = 1.789229 
[1.000000 -1.000000] -> [-0.290575], y = 1.000000, delta = -1.290575 
[-1.000000 1.000000] -> [0.485472], y = 1.000000, delta = -0.514528 
[-1.000000 -1.000000] -> [-0.982301], y = -1.000000, delta = 0.017699 
[1.000000 1.000000] -> [0.788937], y = -1.000000, delta = 1.788937 
[1.000000 -1.000000] -> [-0.290490], y = 1.000000, delta = -1.290490 
[-1.000000 1.000000] -> [0.485991], y = 1.000000, delta = -0.514009 
[-1.000000 -1.000000] -> [-0.982594], y = -1.000000, delta = 0.017406 
[1.000000 1.000000] -> [0.788641], y = -1.000000, delta = 1.788641 
[1.000000 -1.000000] -> [-0.290409], y = 1.000000, delta = -1.290409 
[-1.000000 1.000000] -> [0.486510], y = 1.000000, delta = -0.513490 
[-1.000000 -1.000000] -> [-0.982876], y = -1.000000, delta = 0.017124 
[1.000000 1.000000] -> [0.788340], y = -1.000000, delta = 1.788340 
[1.000000 -1.000000] -> [-0.290333], y = 1.000000, delta = -1.290333 
[-1.000000 1.000000] -> [0.487032], y = 1.000000, delta = -0.512968 
[-1.000000 -1.000000] -> [-0.983147], y = -1.000000, delta = 0.016853 
[1.000000 1.000000] -> [0.788034], y = -1.000000, delta = 1.788034 
[1.000000 -1.000000] -> [-0.290262], y = 1.000000, delta = -1.290262 
[-1.000000 1.000000] -> [0.487555], y = 1.000000, delta = -0.512445 
[-1.000000 -1.000000] -> [-0.983409], y = -1.000000, delta = 0.016591 
[1.000000 1.000000] -> [0.787721], y = -1.000000, delta = 1.787721 
[1.000000 -1.000000] -> [-0.290195], y = 1.000000, delta = -1.290195 
[-1.000000 1.000000] -> [0.488082], y = 1.000000, delta = -0.511918 
[-1.000000 -1.000000] -> [-0.983660], y = -1.000000, delta = 0.016340 
[1.000000 1.000000] -> [0.787402], y = -1.000000, delta = 1.787402 
[1.000000 -1.000000] -> [-0.290133], y = 1.000000, delta = -1.290133 
[-1.000000 1.000000] -> [0.488612], y = 1.000000, delta = -0.511388 
[-1.000000 -1.000000] -> [-0.983903], y = -1.000000, delta = 0.016097 
[1.000000 1.000000] -> [0.787076], y = -1.000000, delta = 1.787076 
[1.000000 -1.000000] -> [-0.290075], y = 1.000000, delta = -1.290075 
[-1.000000 1.000000] -> [0.489146], y = 1.000000, delta = -0.510854 
[-1.000000 -1.000000] -> [-0.984135], y = -1.000000, delta = 0.015865 
[1.000000 1.000000] -> [0.786743], y = -1.000000, delta = 1.786743 
[1.000000 -1.000000] -> [-0.290021], y = 1.000000, delta = -1.290021 
[-1.000000 1.000000] -> [0.489686], y = 1.000000, delta = -0.510314 
[-1.000000 -1.000000] -> [-0.984359], y = -1.000000, delta = 0.015641 
[1.000000 1.000000] -> [0.786401], y = -1.000000, delta = 1.786401 
[1.000000 -1.000000] -> [-0.289972], y = 1.000000, delta = -1.289972 
[-1.000000 1.000000] -> [0.490232], y = 1.000000, delta = -0.509768 
[-1.000000 -1.000000] -> [-0.984574], y = -1.000000, delta = 0.015426 
[1.000000 1.000000] -> [0.786051], y = -1.000000, delta = 1.786051 
[1.000000 -1.000000] -> [-0.289925], y = 1.000000, delta = -1.289925 
[-1.000000 1.000000] -> [0.490784], y = 1.000000, delta = -0.509216 
[-1.000000 -1.000000] -> [-0.984781], y = -1.000000, delta = 0.015219 
[1.000000 1.000000] -> [0.785691], y = -1.000000, delta = 1.785691 
[1.000000 -1.000000] -> [-0.289883], y = 1.000000, delta = -1.289883 
[-1.000000 1.000000] -> [0.491344], y = 1.000000, delta = -0.508656 
[-1.000000 -1.000000] -> [-0.984979], y = -1.000000, delta = 0.015021 
[1.000000 1.000000] -> [0.785321], y = -1.000000, delta = 1.785321 
[1.000000 -1.000000] -> [-0.289844], y = 1.000000, delta = -1.289844 
[-1.000000 1.000000] -> [0.491913], y = 1.000000, delta = -0.508087 
[-1.000000 -1.000000] -> [-0.985168], y = -1.000000, delta = 0.014832 
[1.000000 1.000000] -> [0.784940], y = -1.000000, delta = 1.784940 
[1.000000 -1.000000] -> [-0.289809], y = 1.000000, delta = -1.289809 
[-1.000000 1.000000] -> [0.492491], y = 1.000000, delta = -0.507509 
[-1.000000 -1.000000] -> [-0.985349], y = -1.000000, delta = 0.014651 
[1.000000 1.000000] -> [0.784548], y = -1.000000, delta = 1.784548 
[1.000000 -1.000000] -> [-0.289776], y = 1.000000, delta = -1.289776 
[-1.000000 1.000000] -> [0.493080], y = 1.000000, delta = -0.506920 
[-1.000000 -1.000000] -> [-0.985522], y = -1.000000, delta = 0.014478 
[1.000000 1.000000] -> [0.784142], y = -1.000000, delta = 1.784142 
[1.000000 -1.000000] -> [-0.289747], y = 1.000000, delta = -1.289747 
[-1.000000 1.000000] -> [0.493680], y = 1.000000, delta = -0.506320 
[-1.000000 -1.000000] -> [-0.985687], y = -1.000000, delta = 0.014313 
[1.000000 1.000000] -> [0.783724], y = -1.000000, delta = 1.783724 
[1.000000 -1.000000] -> [-0.289720], y = 1.000000, delta = -1.289720 
[-1.000000 1.000000] -> [0.494292], y = 1.000000, delta = -0.505708 
[-1.000000 -1.000000] -> [-0.985844], y = -1.000000, delta = 0.014156 
[1.000000 1.000000] -> [0.783291], y = -1.000000, delta = 1.783291 
[1.000000 -1.000000] -> [-0.289696], y = 1.000000, delta = -1.289696 
[-1.000000 1.000000] -> [0.494918], y = 1.000000, delta = -0.505082 
[-1.000000 -1.000000] -> [-0.985992], y = -1.000000, delta = 0.014008 
[1.000000 1.000000] -> [0.782842], y = -1.000000, delta = 1.782842 
[1.000000 -1.000000] -> [-0.289674], y = 1.000000, delta = -1.289674 
[-1.000000 1.000000] -> [0.495558], y = 1.000000, delta = -0.504442 
[-1.000000 -1.000000] -> [-0.986132], y = -1.000000, delta = 0.013868 
[1.000000 1.000000] -> [0.782376], y = -1.000000, delta = 1.782376 
[1.000000 -1.000000] -> [-0.289655], y = 1.000000, delta = -1.289655 
[-1.000000 1.000000] -> [0.496215], y = 1.000000, delta = -0.503785 
[-1.000000 -1.000000] -> [-0.986264], y = -1.000000, delta = 0.013736 
[1.000000 1.000000] -> [0.781892], y = -1.000000, delta = 1.781892 
[1.000000 -1.000000] -> [-0.289637], y = 1.000000, delta = -1.289637 
[-1.000000 1.000000] -> [0.496889], y = 1.000000, delta = -0.503111 
[-1.000000 -1.000000] -> [-0.986386], y = -1.000000, delta = 0.013614 
[1.000000 1.000000] -> [0.781389], y = -1.000000, delta = 1.781389 
[1.000000 -1.000000] -> [-0.289621], y = 1.000000, delta = -1.289621 
[-1.000000 1.000000] -> [0.497582], y = 1.000000, delta = -0.502418 
[-1.000000 -1.000000] -> [-0.986500], y = -1.000000, delta = 0.013500 
[1.000000 1.000000] -> [0.780864], y = -1.000000, delta = 1.780864 
[1.000000 -1.000000] -> [-0.289606], y = 1.000000, delta = -1.289606 
[-1.000000 1.000000] -> [0.498295], y = 1.000000, delta = -0.501705 
[-1.000000 -1.000000] -> [-0.986605], y = -1.000000, delta = 0.013395 
[1.000000 1.000000] -> [0.780317], y = -1.000000, delta = 1.780317 
[1.000000 -1.000000] -> [-0.289592], y = 1.000000, delta = -1.289592 
[-1.000000 1.000000] -> [0.499030], y = 1.000000, delta = -0.500970 
[-1.000000 -1.000000] -> [-0.986701], y = -1.000000, delta = 0.013299 
[1.000000 1.000000] -> [0.779745], y = -1.000000, delta = 1.779745 
[1.000000 -1.000000] -> [-0.289578], y = 1.000000, delta = -1.289578 
[-1.000000 1.000000] -> [0.499788], y = 1.000000, delta = -0.500212 
[-1.000000 -1.000000] -> [-0.986786], y = -1.000000, delta = 0.013214 
[1.000000 1.000000] -> [0.779147], y = -1.000000, delta = 1.779147 
[1.000000 -1.000000] -> [-0.289564], y = 1.000000, delta = -1.289564 
[-1.000000 1.000000] -> [0.500573], y = 1.000000, delta = -0.499427 
[-1.000000 -1.000000] -> [-0.986862], y = -1.000000, delta = 0.013138 
[1.000000 1.000000] -> [0.778519], y = -1.000000, delta = 1.778519 
[1.000000 -1.000000] -> [-0.289549], y = 1.000000, delta = -1.289549 
[-1.000000 1.000000] -> [0.501385], y = 1.000000, delta = -0.498615 
[-1.000000 -1.000000] -> [-0.986927], y = -1.000000, delta = 0.013073 
[1.000000 1.000000] -> [0.777861], y = -1.000000, delta = 1.777861 
[1.000000 -1.000000] -> [-0.289532], y = 1.000000, delta = -1.289532 
[-1.000000 1.000000] -> [0.502227], y = 1.000000, delta = -0.497773 
[-1.000000 -1.000000] -> [-0.986980], y = -1.000000, delta = 0.013020 
[1.000000 1.000000] -> [0.777168], y = -1.000000, delta = 1.777168 
[1.000000 -1.000000] -> [-0.289513], y = 1.000000, delta = -1.289513 
[-1.000000 1.000000] -> [0.503101], y = 1.000000, delta = -0.496899 
[-1.000000 -1.000000] -> [-0.987021], y = -1.000000, delta = 0.012979 
[1.000000 1.000000] -> [0.776438], y = -1.000000, delta = 1.776438 
[1.000000 -1.000000] -> [-0.289490], y = 1.000000, delta = -1.289490 
[-1.000000 1.000000] -> [0.504011], y = 1.000000, delta = -0.495989 
[-1.000000 -1.000000] -> [-0.987049], y = -1.000000, delta = 0.012951 
[1.000000 1.000000] -> [0.775667], y = -1.000000, delta = 1.775667 
[1.000000 -1.000000] -> [-0.289462], y = 1.000000, delta = -1.289462 
[-1.000000 1.000000] -> [0.504958], y = 1.000000, delta = -0.495042 
[-1.000000 -1.000000] -> [-0.987062], y = -1.000000, delta = 0.012938 
[1.000000 1.000000] -> [0.774852], y = -1.000000, delta = 1.774852 
[1.000000 -1.000000] -> [-0.289427], y = 1.000000, delta = -1.289427 
[-1.000000 1.000000] -> [0.505946], y = 1.000000, delta = -0.494054 
